Organization,Orgn,District,Dist,Type,Desc,Des,TotalHH,Status,DaysSinceQuake,Population,Death,Injuries,PrivPop_Full,PrivPop_Partial,PrivProp
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,20,Completed,26,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,3,Completed,23,336067,679,1218,81313,3092,84405
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,10,Completed,14,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,1,Completed,21,304651,333,2101,18900,9054,27954
UNHCR,UNHCR,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,1,Completed,35,468132,180,3051,17444,8064,25508
UNHCR,UNHCR,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,6,Completed,13,468132,180,3051,17444,8064,25508
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),0,Completed,28,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,250,Completed,19,468132,180,3051,17444,8064,25508
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,0,Completed,38,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,840,Completed,12,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,40,Completed,21,304651,333,2101,18900,9054,27954
UNHCR,UNHCR,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,50,Completed,21,336067,679,1218,81313,3092,84405
UNHCR,UNHCR,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,100,Completed,21,336067,679,1218,81313,3092,84405
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,255,Completed,22,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Dolakha,Dolakha,Shelter,Tarpaulin,Tarpaulin,50,Completed,19,186557,177,662,48880,3120,52000
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,,Completed,12,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,110,Completed,13,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,427,Completed,19,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,25,Completed,20,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,20,Completed,14,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,2,Completed,23,304651,333,2101,18900,9054,27954
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,0,Completed,12,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,15,Completed,14,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Dhading,Dhading,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),45,Completed,25,336067,679,1218,81313,3092,84405
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Solukhumbu,Solukhumbu,Shelter,Tarpaulin,Tarpaulin,20,Completed,23,105886,22,100,9172,11137,20309
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,200,Completed,15,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,300,Completed,12,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Rasuwa,Rasuwa,Shelter,Tarpaulin,Tarpaulin,32,Completed,19,43300,660,771,11368,267,11635
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,20,Completed,14,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,150,Completed,14,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,1,Completed,13,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,1,Completed,22,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Panchthar,Panchthar,Shelter,Tarpaulin,Tarpaulin,6,Completed,6,191817,0,9,229,926,1155
UNHCR,UNHCR,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,1,Completed,22,304651,333,2101,18900,9054,27954
UNHCR,UNHCR,Panchthar,Panchthar,Shelter,Tarpaulin,Tarpaulin,14,Completed,6,191817,0,9,229,926,1155
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,60,Completed,21,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Solukhumbu,Solukhumbu,Shelter,Tarpaulin,Tarpaulin,51,Completed,23,105886,22,100,9172,11137,20309
UNHCR,UNHCR,Rasuwa,Rasuwa,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),30,Completed,48,43300,660,771,11368,267,11635
UNHCR,UNHCR,Rasuwa,Rasuwa,Shelter,Tarpaulin,Tarpaulin,400,Completed,17,43300,660,771,11368,267,11635
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),43,Completed,30,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,24,Completed,26,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,16,Completed,24,468132,180,3051,17444,8064,25508
UNHCR,UNHCR,Rasuwa,Rasuwa,Shelter,Tarpaulin,Tarpaulin,80,Completed,17,43300,660,771,11368,267,11635
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,742,Completed,12,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,330,Completed,16,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,380,Completed,12,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,1,Completed,26,304651,333,2101,18900,9054,27954
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Panchthar,Panchthar,Shelter,Tarpaulin,Tarpaulin,6,Completed,6,191817,0,9,229,926,1155
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,42,Completed,25,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,296192,15,230,18197,10028,28225
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),42,Completed,26,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,5,Completed,17,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Makawanpur,Makawanpur,Shelter,Tarpaulin,Tarpaulin,1,Completed,30,420477,33,229,20035,17383,37418
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,300,Completed,17,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,300,Completed,3,296192,15,230,18197,10028,28225
UNHCR,UNHCR,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,,Completed,16,336067,679,1218,81313,3092,84405
UNHCR,UNHCR,Dolakha,Dolakha,Shelter,Tarpaulin,Tarpaulin,150,Completed,21,186557,177,662,48880,3120,52000
UNHCR,UNHCR,Dolakha,Dolakha,Shelter,Tarpaulin,Tarpaulin,32,Completed,19,186557,177,662,48880,3120,52000
UNHCR,UNHCR,Dolakha,Dolakha,Shelter,Tarpaulin,Tarpaulin,20,Completed,17,186557,177,662,48880,3120,52000
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,0,Completed,26,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,33,Completed,26,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,3,Completed,30,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,10,Completed,23,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Okhaldhunga,Okhaldhunga,Shelter,Tarpaulin,Tarpaulin,210,Completed,23,147984,20,61,10031,3107,13138
UNHCR,UNHCR,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,,Completed,12,336067,679,1218,81313,3092,84405
UNHCR,UNHCR,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,400,Completed,25,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,50,Completed,21,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,1,Completed,23,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,300,Completed,23,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,42,Completed,19,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,,Completed,12,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,50,Completed,17,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Nuwakot,Nuwakot,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),0,Completed,25,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,300,Completed,3,296192,15,230,18197,10028,28225
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,5,Completed,21,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,12,Completed,19,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,300,Completed,3,296192,15,230,18197,10028,28225
UNHCR,UNHCR,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,,Completed,12,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,42,Completed,19,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Kathmandu,Kathmandu,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),0,Completed,19,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Kathmandu,Kathmandu,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),135,Completed,17,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,10,Completed,26,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,300,Completed,22,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,,Completed,14,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,2,Completed,23,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,1,Completed,35,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,88,Completed,30,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,0,Completed,12,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,,Completed,12,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,,Completed,12,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,16,Completed,27,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Okhaldhunga,Okhaldhunga,Shelter,Tarpaulin,Tarpaulin,150,Completed,6,147984,20,61,10031,3107,13138
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,200,Completed,19,468132,180,3051,17444,8064,25508
UNHCR,UNHCR,Solukhumbu,Solukhumbu,Shelter,Tarpaulin,Tarpaulin,5,Completed,21,105886,22,100,9172,11137,20309
UNHCR,UNHCR,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,20,Completed,12,336067,679,1218,81313,3092,84405
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,24,Completed,19,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,1360,Completed,12,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,55,Completed,21,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Okhaldhunga,Okhaldhunga,Shelter,Tarpaulin,Tarpaulin,250,Completed,23,147984,20,61,10031,3107,13138
UNHCR,UNHCR,Panchthar,Panchthar,Shelter,Tarpaulin,Tarpaulin,6,Completed,6,191817,0,9,229,926,1155
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,40,Completed,14,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,275,Completed,3,296192,15,230,18197,10028,28225
UNHCR,UNHCR,Rasuwa,Rasuwa,Shelter,Tarpaulin,Tarpaulin,100,Completed,15,43300,660,771,11368,267,11635
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,215,Completed,15,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Dolakha,Dolakha,Shelter,Tarpaulin,Tarpaulin,50,Completed,21,186557,177,662,48880,3120,52000
UNHCR,UNHCR,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,0,Completed,23,468132,180,3051,17444,8064,25508
UNHCR,UNHCR,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,1,Completed,23,468132,180,3051,17444,8064,25508
UNHCR,UNHCR,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,8,Completed,13,468132,180,3051,17444,8064,25508
UNHCR,UNHCR,Taplejung,Taplejung,Shelter,Tarpaulin,Tarpaulin,100,Completed,6,127461,1,7,4,28,32
UNHCR,UNHCR,Panchthar,Panchthar,Shelter,Tarpaulin,Tarpaulin,2,Completed,6,191817,0,9,229,926,1155
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,275,Completed,24,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,0,Completed,24,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,1,Completed,23,468132,180,3051,17444,8064,25508
UNHCR,UNHCR,Nuwakot,Nuwakot,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),0,Completed,25,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,,Completed,12,277471,1109,1050,75562,4200,79762
UNHCR,UNHCR,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,42,Completed,19,304651,333,2101,18900,9054,27954
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,5,Completed,30,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,296192,15,230,18197,10028,28225
UNHCR,UNHCR,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,50,Completed,21,336067,679,1218,81313,3092,84405
UNHCR,UNHCR,Panchthar,Panchthar,Shelter,Tarpaulin,Tarpaulin,6,Completed,6,191817,0,9,229,926,1155
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,275,Completed,3,296192,15,230,18197,10028,28225
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Makawanpur,Makawanpur,Shelter,Tarpaulin,Tarpaulin,0,Completed,30,420477,33,229,20035,17383,37418
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),0,Completed,23,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,140,Completed,23,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Panchthar,Panchthar,Shelter,Tarpaulin,Tarpaulin,1,Completed,12,191817,0,9,229,926,1155
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,10,Completed,26,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,1,Completed,23,1744240,1229,7950,43805,55131,98936
UNHCR,UNHCR,Makawanpur,Makawanpur,Shelter,Tarpaulin,Tarpaulin,3,Completed,30,420477,33,229,20035,17383,37418
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,1675,Completed,4,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,125,Completed,24,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,0,Completed,24,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,200,Completed,12,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Panchthar,Panchthar,Shelter,Tarpaulin,Tarpaulin,6,Completed,6,191817,0,9,229,926,1155
UNHCR,UNHCR,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,75,Completed,15,336067,679,1218,81313,3092,84405
UNHCR,UNHCR,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,1,Completed,13,468132,180,3051,17444,8064,25508
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,40,Completed,14,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,6,Completed,25,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,275,Completed,12,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Solukhumbu,Solukhumbu,Shelter,Tarpaulin,Tarpaulin,45,Completed,23,105886,22,100,9172,11137,20309
UNHCR,UNHCR,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,0,Completed,30,336067,679,1218,81313,3092,84405
UNHCR,UNHCR,Panchthar,Panchthar,Shelter,Tarpaulin,Tarpaulin,3,Completed,6,191817,0,9,229,926,1155
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,230,Completed,38,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,0,Completed,38,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,58,Completed,21,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,0,Completed,25,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,98,Completed,14,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,25,Completed,21,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,200,Completed,12,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,200,Completed,12,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,205,Completed,22,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,535,Completed,15,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,32,Completed,14,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,32,Completed,19,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Makawanpur,Makawanpur,Shelter,Tarpaulin,Tarpaulin,5,Completed,30,420477,33,229,20035,17383,37418
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,23,Completed,25,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,279,Completed,22,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,25,Completed,23,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,7,Completed,13,287798,3553,1569,63885,2751,66636
UNHCR,UNHCR,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,296192,15,230,18197,10028,28225
UNHCR,UNHCR,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,90,Completed,25,381937,318,1179,49933,23714,73647
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,60,Completed,19,271061,449,952,59527,13428,72955
UNHCR,UNHCR,Ramechhap,Ramechhap,Shelter,Tarpaulin,Tarpaulin,100,Completed,3,202646,42,134,26743,13173,39916
UNHCR,UNHCR,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,0,Completed,25,271061,449,952,59527,13428,72955
