Organization,Orgn,District,Dist,Type,Desc,Des,TotalHH,Status,DaysSinceQuake,Population,Death,Injuries,PrivPop_Full,PrivPop_Partial,PrivProp
ActionAid Nepal,ActionAid Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Fixings,Fixings,82,Ongoing / In Country Stock,37,381937,318,1179,49933,23714,73647
ActionAid Nepal,ActionAid Nepal,Kabhrepalanchok,Kabhrepalanchok,Cash,Other Cash,Other Cash,82,Ongoing / In Country Stock,37,381937,318,1179,49933,23714,73647
ActionAid Nepal,ActionAid Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,127,Ongoing / In Country Stock,37,381937,318,1179,49933,23714,73647
ActionAid Nepal,ActionAid Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),65,Ongoing / In Country Stock,37,381937,318,1179,49933,23714,73647
ActionAid Nepal,ActionAid Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tool Kits,Tool Kits,65,Ongoing / In Country Stock,37,381937,318,1179,49933,23714,73647
ActionAid Nepal,ActionAid Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Fixings,Fixings,65,Ongoing / In Country Stock,37,381937,318,1179,49933,23714,73647
ActionAid Nepal,ActionAid Nepal,Kabhrepalanchok,Kabhrepalanchok,Cash,Other Cash,Other Cash,65,Ongoing / In Country Stock,37,381937,318,1179,49933,23714,73647
ActionAid Nepal,ActionAid Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,70,Ongoing / In Country Stock,37,381937,318,1179,49933,23714,73647
ActionAid Nepal,ActionAid Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),75,Ongoing / In Country Stock,37,381937,318,1179,49933,23714,73647
ActionAid Nepal,ActionAid Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tool Kits,Tool Kits,75,Ongoing / In Country Stock,37,381937,318,1179,49933,23714,73647
ActionAid Nepal,ActionAid Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Fixings,Fixings,75,Ongoing / In Country Stock,37,381937,318,1179,49933,23714,73647
ActionAid Nepal,ActionAid Nepal,Kabhrepalanchok,Kabhrepalanchok,Cash,Other Cash,Other Cash,75,Ongoing / In Country Stock,37,381937,318,1179,49933,23714,73647
ActionAid Nepal,ActionAid Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,122,Ongoing / In Country Stock,37,381937,318,1179,49933,23714,73647
Adara Development,Adara Development,Nuwakot,Nuwakot,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),774,Completed,20,277471,1109,1050,75562,4200,79762
ADRA,ADRA,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,465,Completed,19,381937,318,1179,49933,23714,73647
ADRA,ADRA,Rasuwa,Rasuwa,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),192,Completed,33,43300,660,771,11368,267,11635
ADRA,ADRA,Rasuwa,Rasuwa,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),192,Completed,33,43300,660,771,11368,267,11635
ADRA,ADRA,Rasuwa,Rasuwa,Shelter,Tool Kits,Tool Kits,192,Completed,33,43300,660,771,11368,267,11635
ADRA,ADRA,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,6,Completed,19,1744240,1229,7950,43805,55131,98936
ADRA,ADRA,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,300,Completed,3,381937,318,1179,49933,23714,73647
ADRA,ADRA,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,185,Completed,19,381937,318,1179,49933,23714,73647
ADRA,ADRA,Lalitpur,Lalitpur,Shelter,Tents,Tents,90,Completed,9,468132,180,3051,17444,8064,25508
ADRA,ADRA,Dhading,Dhading,Non-Food Items,Blankets,Blankets,460,Ongoing / In Country Stock,15,336067,679,1218,81313,3092,84405
ADRA,ADRA,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,660,Completed,15,336067,679,1218,81313,3092,84405
ADRA,ADRA,Dhading,Dhading,Non-Food Items,Blankets,Blankets,758,Ongoing / In Country Stock,15,336067,679,1218,81313,3092,84405
ADRA,ADRA,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,300,Completed,3,381937,318,1179,49933,23714,73647
ADRA,ADRA,Dhading,Dhading,Non-Food Items,Blankets,Blankets,894,Ongoing / In Country Stock,15,336067,679,1218,81313,3092,84405
ADRA,ADRA,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,504,Completed,11,336067,679,1218,81313,3092,84405
ADRA,ADRA,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,1000,Completed,23,336067,679,1218,81313,3092,84405
ADRA,ADRA,Dhading,Dhading,Shelter,Tool Kits,Tool Kits,1000,Completed,23,336067,679,1218,81313,3092,84405
ADRA,ADRA,Dhading,Dhading,Non-Food Items,Blankets,Blankets,731,Ongoing / In Country Stock,15,336067,679,1218,81313,3092,84405
ADRA,ADRA,Dhading,Dhading,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),1200,Ongoing / In Country Stock,15,336067,679,1218,81313,3092,84405
ADRA,ADRA,Dhading,Dhading,Shelter,Tool Kits,Tool Kits,1200,Ongoing / In Country Stock,15,336067,679,1218,81313,3092,84405
ADRA,ADRA,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,300,Completed,3,381937,318,1179,49933,23714,73647
ADRA,ADRA,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,150,Completed,19,381937,318,1179,49933,23714,73647
ADRA,ADRA,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,15,Completed,19,1744240,1229,7950,43805,55131,98936
ADRA,ADRA,Dhading,Dhading,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),1262,Completed,15,336067,679,1218,81313,3092,84405
ADRA,ADRA,Dhading,Dhading,Shelter,Tool Kits,Tool Kits,1262,Completed,15,336067,679,1218,81313,3092,84405
ADRA,ADRA,Dhading,Dhading,Non-Food Items,Blankets,Blankets,307,Ongoing / In Country Stock,15,336067,679,1218,81313,3092,84405
ADRA,ADRA,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,700,Completed,31,336067,679,1218,81313,3092,84405
ADRA,ADRA,Rasuwa,Rasuwa,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),310,Completed,33,43300,660,771,11368,267,11635
ADRA,ADRA,Rasuwa,Rasuwa,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),104,Ongoing / In Country Stock,33,43300,660,771,11368,267,11635
ADRA,ADRA,Rasuwa,Rasuwa,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),310,Completed,33,43300,660,771,11368,267,11635
ADRA,ADRA,Rasuwa,Rasuwa,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),104,Ongoing / In Country Stock,33,43300,660,771,11368,267,11635
ADRA,ADRA,Rasuwa,Rasuwa,Shelter,Tool Kits,Tool Kits,310,Completed,33,43300,660,771,11368,267,11635
ADRA,ADRA,Rasuwa,Rasuwa,Shelter,Tool Kits,Tool Kits,104,Ongoing / In Country Stock,33,43300,660,771,11368,267,11635
ADRA,ADRA,Rasuwa,Rasuwa,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),120,Completed,33,43300,660,771,11368,267,11635
ADRA,ADRA,Rasuwa,Rasuwa,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),120,Completed,33,43300,660,771,11368,267,11635
ADRA,ADRA,Rasuwa,Rasuwa,Shelter,Tool Kits,Tool Kits,120,Completed,33,43300,660,771,11368,267,11635
ADRA,ADRA,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,424,Completed,9,336067,679,1218,81313,3092,84405
ADRA,ADRA,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,350,Completed,4,336067,679,1218,81313,3092,84405
Al-Khair Foundation UK,Al-Khair Foundation UK,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tents,Tents,20,Completed,14,381937,318,1179,49933,23714,73647
Al-Khair Foundation UK,Al-Khair Foundation UK,Kathmandu,Kathmandu,Shelter,Tents,Tents,40,Completed,15,1744240,1229,7950,43805,55131,98936
Al-Khair Foundation UK,Al-Khair Foundation UK,Lalitpur,Lalitpur,Shelter,Tents,Tents,16,Completed,19,468132,180,3051,17444,8064,25508
Al-Khair Foundation UK,Al-Khair Foundation UK,Lalitpur,Lalitpur,Shelter,Tents,Tents,60,Completed,11,468132,180,3051,17444,8064,25508
Al-Khair Foundation UK,Al-Khair Foundation UK,Nuwakot,Nuwakot,Shelter,Tents,Tents,40,Completed,17,277471,1109,1050,75562,4200,79762
Al-Khair Foundation UK,Al-Khair Foundation UK,Sindhupalchok,Sindhupalchok,Shelter,Tents,Tents,24,Completed,21,287798,3553,1569,63885,2751,66636
APEIRON,APEIRON,Dhading,Dhading,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),767,Ongoing / In Country Stock,83,336067,679,1218,81313,3092,84405
APEIRON,APEIRON,Dhading,Dhading,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),767,Ongoing / In Country Stock,83,336067,679,1218,81313,3092,84405
APEIRON,APEIRON,Dhading,Dhading,Shelter,Tool Kits,Tool Kits,767,Ongoing / In Country Stock,83,336067,679,1218,81313,3092,84405
APEIRON,APEIRON,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,767,Ongoing / In Country Stock,83,336067,679,1218,81313,3092,84405
APEIRON,APEIRON,Lalitpur,Lalitpur,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),160,Ongoing / In Country Stock,41,468132,180,3051,17444,8064,25508
Arbeiter-Samariter- Bund Germany (ASB),Arbeiter-Samariter- Bund Germany (ASB),Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,1000,Completed,23,287798,3553,1569,63885,2751,66636
Arbeiter-Samariter- Bund Germany (ASB),Arbeiter-Samariter- Bund Germany (ASB),Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,1000,Ongoing / In Country Stock,25,287798,3553,1569,63885,2751,66636
Arbeiter-Samariter- Bund Germany (ASB),Arbeiter-Samariter- Bund Germany (ASB),Dhading,Dhading,Shelter,Tool Kits,Tool Kits,30,Planned (funded),37,336067,679,1218,81313,3092,84405
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,160,Completed,4,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,55,Completed,5,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,100,Completed,5,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,90,Completed,7,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,30,Completed,10,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,100,Completed,10,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,60,Completed,10,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,85,Completed,10,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,30,Completed,10,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,60,Completed,12,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,50,Completed,12,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,28,Completed,17,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,41,Completed,17,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,30,Completed,19,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,30,Completed,26,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,200,Completed,50,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,14,Completed,5,277471,1109,1050,75562,4200,79762
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,14,Completed,7,277471,1109,1050,75562,4200,79762
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,30,Completed,10,277471,1109,1050,75562,4200,79762
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,50,Completed,9,336067,679,1218,81313,3092,84405
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,90,Completed,9,336067,679,1218,81313,3092,84405
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,210,Completed,11,336067,679,1218,81313,3092,84405
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,52,Completed,15,336067,679,1218,81313,3092,84405
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,36,Completed,17,336067,679,1218,81313,3092,84405
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Tanahu,Tanahu,Shelter,Tarpaulin,Tarpaulin,23,Completed,11,323288,0,27,4877,14474,19351
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Lamjung,Lamjung,Shelter,Tarpaulin,Tarpaulin,15,Completed,16,167724,5,40,10695,11535,22230
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Parbat,Parbat,Shelter,Tarpaulin,Tarpaulin,50,Completed,19,146590,0,21,3542,7735,11277
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Kaski,Kaski,Shelter,Tarpaulin,Tarpaulin,3,Completed,25,492098,3,38,1793,4947,6740
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Kaski,Kaski,Shelter,Tarpaulin,Tarpaulin,100,Completed,62,492098,3,38,1793,4947,6740
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Kaski,Kaski,Non-Food Items,Blankets,Blankets,100,Completed,62,492098,3,38,1793,4947,6740
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Dhading,Dhading,Non-Food Items,Blankets,Blankets,25,Completed,13,336067,679,1218,81313,3092,84405
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,35,Completed,5,277471,1109,1050,75562,4200,79762
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Non-Food Items,Blankets,Blankets,50,Completed,4,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Non-Food Items,Blankets,Blankets,82,Completed,5,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Non-Food Items,Blankets,Blankets,60,Completed,5,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),172,Completed,57,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Gorkha,Gorkha,Shelter,Fixings,Fixings,172,Completed,57,271061,449,952,59527,13428,72955
Asal Chimekee Nepal ,Asal Chimekee Nepal ,Kaski,Kaski,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),200,Completed,107,492098,3,38,1793,4947,6740
Association for International Solidarity in ASIA (ASIA Onlus),Association for International Solidarity in ASIA (ASIA Onlus),Rasuwa,Rasuwa,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),875,Ongoing / In Country Stock,60,43300,660,771,11368,267,11635
AWO International e. V,AWO International e. V,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,100,Completed,15,1744240,1229,7950,43805,55131,98936
AWO International e. V,AWO International e. V,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,250,Completed,13,1744240,1229,7950,43805,55131,98936
AWO International e. V,AWO International e. V,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),0,Planned (funded),58,1744240,1229,7950,43805,55131,98936
AWO International e. V,AWO International e. V,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),0,Planned (funded),58,1744240,1229,7950,43805,55131,98936
AWO International e. V,AWO International e. V,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),0,Planned (funded),58,1744240,1229,7950,43805,55131,98936
AWO International e. V,AWO International e. V,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),0,Planned (funded),58,1744240,1229,7950,43805,55131,98936
AWO International e. V,AWO International e. V,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),0,Planned (funded),58,1744240,1229,7950,43805,55131,98936
AWO International e. V,AWO International e. V,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),0,Planned (funded),58,1744240,1229,7950,43805,55131,98936
AWO International e. V,AWO International e. V,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),0,Planned (funded),58,1744240,1229,7950,43805,55131,98936
AWO International e. V,AWO International e. V,Kathmandu,Kathmandu,Shelter,Tool Kits,Tool Kits,0,Planned (funded),58,1744240,1229,7950,43805,55131,98936
AWO International e. V,AWO International e. V,Kathmandu,Kathmandu,Shelter,Tool Kits,Tool Kits,0,Planned (funded),58,1744240,1229,7950,43805,55131,98936
AWO International e. V,AWO International e. V,Kathmandu,Kathmandu,Shelter,Tool Kits,Tool Kits,0,Planned (funded),58,1744240,1229,7950,43805,55131,98936
AWO International e. V,AWO International e. V,Kathmandu,Kathmandu,Shelter,Tool Kits,Tool Kits,0,Planned (funded),58,1744240,1229,7950,43805,55131,98936
AWO International e. V,AWO International e. V,Kathmandu,Kathmandu,Shelter,Tool Kits,Tool Kits,0,Planned (funded),58,1744240,1229,7950,43805,55131,98936
AWO International e. V,AWO International e. V,Kathmandu,Kathmandu,Shelter,Tool Kits,Tool Kits,0,Planned (funded),58,1744240,1229,7950,43805,55131,98936
AWO International e. V,AWO International e. V,Kathmandu,Kathmandu,Shelter,Tool Kits,Tool Kits,0,Planned (funded),58,1744240,1229,7950,43805,55131,98936
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Non-Food Items,Blankets,Blankets,21,Completed,13,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Non-Food Items,Blankets,Blankets,16,Completed,12,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Non-Food Items,Blankets,Blankets,30,Completed,13,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Non-Food Items,Blankets,Blankets,3,Completed,13,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Non-Food Items,Blankets,Blankets,50,Completed,13,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,Tarpaulin,Tarpaulin,21,Completed,13,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,Tarpaulin,Tarpaulin,16,Completed,12,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,Tarpaulin,Tarpaulin,30,Completed,13,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,Tarpaulin,Tarpaulin,3,Completed,13,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,Tarpaulin,Tarpaulin,50,Completed,13,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,Tool Kits,Tool Kits,4,Completed,13,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,Tool Kits,Tool Kits,3,Completed,12,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,Tool Kits,Tool Kits,6,Completed,13,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,Tool Kits,Tool Kits,1,Completed,13,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,Tool Kits,Tool Kits,10,Completed,13,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),0,Ongoing / In Country Stock,52,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),0,Ongoing / In Country Stock,52,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),0,Ongoing / In Country Stock,52,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),0,Ongoing / In Country Stock,52,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),0,Ongoing / In Country Stock,52,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),0,Ongoing / In Country Stock,52,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),0,Ongoing / In Country Stock,52,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Nawalparasi,Nawalparasi,Shelter,Construction Materials (Excluding CGI and Fixings),Construction Materials (Excluding CGI and Fixings),0,Ongoing / In Country Stock,52,643508,1,41,910,3500,4410
AWO International e. V,AWO International e. V,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,837,Completed,37,287798,3553,1569,63885,2751,66636
AWO International e. V,AWO International e. V,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,1203,Completed,45,287798,3553,1569,63885,2751,66636
AWO International e. V,AWO International e. V,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,967,Completed,40,287798,3553,1569,63885,2751,66636
AWO International e. V,AWO International e. V,Sindhupalchok,Sindhupalchok,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),837,Completed,37,287798,3553,1569,63885,2751,66636
